""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"KO_Number"	"KO_Class"	"KO_Subclass_1"	"KO_Subclass_2"
"K17795"	1.8438341626693	-2.5340729537969	3.00129119415437	-0.844327587650453	0.398486374145234	NA	"K17795"	NA	NA	NA
"K17796"	1.93345123164554	-2.55840678321881	2.84612716961782	-0.898908105909532	0.368701610007353	NA	"K17796"	NA	NA	NA
"K17797"	0	NA	NA	NA	NA	NA	"K17797"	NA	NA	NA
"K17798"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K17798"	NA	NA	NA
"K17799"	0.106571028042313	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K17799"	NA	NA	NA
"K17800"	1.01701303272326	-1.17625619606646	3.0295702782394	-0.38825842876635	0.69782479792353	NA	"K17800"	"Cellular Processes"	"Transport and catabolism"	" Mitophagy - yeast"
"K17802"	1.18518709588809	2.16743095747758	3.02743423414422	0.715929988844254	0.474034580021239	NA	"K17802"	NA	NA	NA
"K17803"	0.31971308412694	-0.757480670040401	3.04429626325073	-0.248819630068316	0.803500305956195	NA	"K17803"	NA	NA	NA
"K17804"	0.299966413907421	0.199959730981838	3.04854650346272	0.0655918257289866	0.947702797223033	NA	"K17804"	NA	NA	NA
"K17806"	0.87922656272607	-0.556878991204647	3.04683682623093	-0.182772830632197	0.854976267497702	NA	"K17806"	NA	NA	NA
"K17807"	0.790124730592062	-1.43038128864082	3.03441979744289	-0.471385432512074	0.637365516915559	NA	"K17807"	NA	NA	NA
"K17810"	0	0	0	0	1	NA	"K17810"	NA	NA	NA
"K17815"	1.1833287734164	-1.29576186573658	2.72537860174887	-0.475442885221559	0.634471333519076	NA	"K17815"	NA	NA	NA
"K17822"	0	NA	NA	NA	NA	NA	"K17822"	NA	NA	NA
"K17828"	36.9663457767521	5.64273549007756	1.9284967875188	2.92597609008076	0.00343377326865496	0.0155679109607829	"K17828"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"
"K17836"	12.0685310307539	2.66176659017568	2.71776875746976	0.979394064656842	0.327385308647008	0.425058273657717	"K17836"	"Metabolism"	"Biosynthesis of other secondary metabolites"	" Penicillin and cephalosporin biosynthesis"
"K17850"	1.65469212167462	-0.965708609498242	2.9353183745247	-0.328996206298955	0.742158555505836	NA	"K17850"	"Human Diseases"	"Drug resistance"	" beta-Lactam resistance"
"K17865"	0	NA	NA	NA	NA	NA	"K17865"	"Metabolism"	"Overview"	" Carbon metabolism"
"K17868"	0	NA	NA	NA	NA	NA	"K17868"	NA	NA	NA
"K17871"	1.51288862998666	-1.41127311639343	2.9452403407413	-0.479170781708843	0.631817138475208	NA	"K17871"	NA	NA	NA
"K17878"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K17878"	NA	NA	NA
"K17883"	1.50770325893386	1.95536154413952	2.67618711790143	0.730652027677662	0.464991724406354	NA	"K17883"	NA	NA	NA
"K17887"	0.106571028042313	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K17887"	NA	NA	NA
"K17891"	0	NA	NA	NA	NA	NA	"K17891"	NA	NA	NA
"K17898"	0	NA	NA	NA	NA	NA	"K17898"	"Metabolism"	"Metabolism of other amino acids"	" D-Arginine and D-ornithine metabolism"
"K17899"	0	NA	NA	NA	NA	NA	"K17899"	"Metabolism"	"Metabolism of other amino acids"	" D-Arginine and D-ornithine metabolism"
"K17900"	0.910874694027788	-1.65041450583095	2.7891098861831	-0.591735203409122	0.55402791920326	NA	"K17900"	"Metabolism"	"Lipid metabolism"	" Glycerolipid metabolism"
"K17906"	0	NA	NA	NA	NA	NA	"K17906"	"Cellular Processes"	"Transport and catabolism"	" Autophagy - animal"
"K17907"	0.31971308412694	-0.757480670040401	3.04429626325073	-0.248819630068316	0.803500305956195	NA	"K17907"	"Cellular Processes"	"Transport and catabolism"	" Autophagy - animal"
"K17908"	0	NA	NA	NA	NA	NA	"K17908"	"Cellular Processes"	"Transport and catabolism"	" Autophagy - animal"
"K17917"	0.439613281363035	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K17917"	"Cellular Processes"	"Transport and catabolism"	" Endocytosis"
"K17919"	0	NA	NA	NA	NA	NA	"K17919"	"Cellular Processes"	"Transport and catabolism"	" Endocytosis"
"K17938"	1.39362679584029	0.515393872214203	2.98984840495177	0.172381272361706	0.863137794279262	NA	"K17938"	NA	NA	NA
"K17944"	0.31971308412694	-0.757480670040401	3.04429626325073	-0.248819630068316	0.803500305956195	NA	"K17944"	NA	NA	NA
"K17945"	0	0	0	0	1	NA	"K17945"	NA	NA	NA
"K17947"	0	NA	NA	NA	NA	NA	"K17947"	"Metabolism"	"Metabolism of terpenoids and polyketides"	" Polyketide sugar unit biosynthesis"
"K17948"	0.468072586957796	1.32540498544208	3.04248924243201	0.435631773798029	0.663103913775885	NA	"K17948"	NA	NA	NA
"K17967"	0	NA	NA	NA	NA	NA	"K17967"	NA	NA	NA
"K17969"	0.608204421380658	-1.14752635265235	3.04015856780431	-0.377456085615009	0.705834693523654	NA	"K17969"	"Cellular Processes"	"Transport and catabolism"	" Mitophagy - animal"
"K17970"	1.03947917417654	-0.665116054704933	2.76910225793385	-0.240191944085591	0.810181458599156	NA	"K17970"	NA	NA	NA
"K17972"	3.74432917797579	-2.46618737687356	2.87003040249999	-0.859289634954857	0.390180741242769	NA	"K17972"	NA	NA	NA
"K17974"	0	NA	NA	NA	NA	NA	"K17974"	NA	NA	NA
"K17978"	0	NA	NA	NA	NA	NA	"K17978"	NA	NA	NA
"K17979"	1.03588616329152	0.477480204300906	2.81083038122659	0.169871582251983	0.865111130352712	NA	"K17979"	NA	NA	NA
"K17980"	0.426284112169254	-0.956193623579503	3.04206483009634	-0.314323880976994	0.753275062296961	NA	"K17980"	NA	NA	NA
"K17983"	0	NA	NA	NA	NA	NA	"K17983"	NA	NA	NA
"K17989"	0	NA	NA	NA	NA	NA	"K17989"	"Metabolism"	"Overview"	" Carbon metabolism"
"K17998"	0	NA	NA	NA	NA	NA	"K17998"	NA	NA	NA
"K17999"	0	NA	NA	NA	NA	NA	"K17999"	NA	NA	NA
"K18011"	0	NA	NA	NA	NA	NA	"K18011"	"Metabolism"	"Amino acid metabolism"	" Lysine degradation"
"K18012"	0	NA	NA	NA	NA	NA	"K18012"	"Metabolism"	"Amino acid metabolism"	" Lysine degradation"
"K18013"	0	NA	NA	NA	NA	NA	"K18013"	"Metabolism"	"Amino acid metabolism"	" Lysine degradation"
"K18014"	0	NA	NA	NA	NA	NA	"K18014"	"Metabolism"	"Amino acid metabolism"	" Lysine degradation"
"K18015"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K18015"	NA	NA	NA
"K18041"	0	NA	NA	NA	NA	NA	"K18041"	NA	NA	NA
"K18043"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K18043"	NA	NA	NA
"K18050"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K18050"	"Environmental Information Processing"	"Signal transduction"	" Apelin signaling pathway"
"K18097"	0.439613281363035	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K18097"	"Metabolism"	"Lipid metabolism"	" Glycerolipid metabolism"
"K18104"	0	NA	NA	NA	NA	NA	"K18104"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K18118"	4.45883103646777	2.26368977876345	1.92979101743577	1.17302327470223	0.240786472310749	NA	"K18118"	"Metabolism"	"Overview"	" Carbon metabolism"
"K18119"	0	NA	NA	NA	NA	NA	"K18119"	"Metabolism"	"Overview"	" Carbon metabolism"
"K18120"	0	NA	NA	NA	NA	NA	"K18120"	"Metabolism"	"Overview"	" Carbon metabolism"
"K18122"	0	NA	NA	NA	NA	NA	"K18122"	"Metabolism"	"Overview"	" Carbon metabolism"
"K18132"	0	NA	NA	NA	NA	NA	"K18132"	NA	NA	NA
"K18133"	0	NA	NA	NA	NA	NA	"K18133"	"Human Diseases"	"Drug resistance"	" beta-Lactam resistance"
"K18136"	0	0	0	0	1	NA	"K18136"	"Human Diseases"	"Drug resistance"	" beta-Lactam resistance"
"K18138"	8.4343574888386	0.721552697707505	1.43705153872894	0.502106346405439	0.61559271620596	0.706828770236486	"K18138"	"Human Diseases"	"Drug resistance"	" beta-Lactam resistance"
"K18139"	1.38271827853611	-0.210908879664167	2.98658238003006	-0.0706188053188889	0.943701143298045	NA	"K18139"	"Cellular Processes"	"Cellular community - prokaryotes"	" Quorum sensing"
"K18140"	1.58024946118412	2.50952984770968	3.02040322529889	0.830859213329485	0.406053167160163	NA	"K18140"	NA	NA	NA
"K18143"	4.54780669579133	-0.232613118666571	2.2819849962089	-0.101934552178483	0.918808624122435	0.944256676394047	"K18143"	"Human Diseases"	"Drug resistance"	" beta-Lactam resistance"
"K18144"	0.943647988162393	-0.0962951925863523	3.03661038317658	-0.0317114085889473	0.974702196725085	NA	"K18144"	"Human Diseases"	"Drug resistance"	" beta-Lactam resistance"
"K18145"	1.08823282202779	-1.14417914940979	2.73624630051088	-0.418156490223911	0.675832705052787	NA	"K18145"	"Human Diseases"	"Drug resistance"	" beta-Lactam resistance"
"K18146"	0.435953335476678	0.199959730981838	3.04854650346272	0.0655918257289865	0.947702797223033	NA	"K18146"	"Human Diseases"	"Drug resistance"	" beta-Lactam resistance"
"K18156"	0	NA	NA	NA	NA	NA	"K18156"	NA	NA	NA
"K18158"	1.25817335259322	-2.07579474254259	2.92244941691694	-0.710292787456511	0.477522591528567	NA	"K18158"	NA	NA	NA
"K18168"	0	NA	NA	NA	NA	NA	"K18168"	NA	NA	NA
"K18170"	0	0	0	0	1	NA	"K18170"	NA	NA	NA
"K18171"	0	NA	NA	NA	NA	NA	"K18171"	NA	NA	NA
"K18173"	0	NA	NA	NA	NA	NA	"K18173"	NA	NA	NA
"K18178"	1.2199519816307	-1.98977085290954	3.0148820923953	-0.65998297509827	0.509264754753509	NA	"K18178"	NA	NA	NA
"K18179"	0.790124730592062	-1.43038128864082	3.03441979744289	-0.471385432512074	0.637365516915559	NA	"K18179"	NA	NA	NA
"K18182"	0	NA	NA	NA	NA	NA	"K18182"	NA	NA	NA
"K18183"	1.74926398297288	-0.19203145877277	2.95280328031536	-0.0650336106211115	0.948147239481778	NA	"K18183"	NA	NA	NA
"K18187"	0	NA	NA	NA	NA	NA	"K18187"	NA	NA	NA
"K18192"	1.8105061957447	-2.50906027650552	3.00195667809718	-0.835808289577288	0.403262762269449	NA	"K18192"	NA	NA	NA
"K18194"	0	0	0	0	1	NA	"K18194"	NA	NA	NA
"K18195"	0.197531182648016	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K18195"	NA	NA	NA
"K18203"	0	NA	NA	NA	NA	NA	"K18203"	NA	NA	NA
"K18206"	0	NA	NA	NA	NA	NA	"K18206"	NA	NA	NA
"K18216"	20.1254395361224	5.80199337848945	2.43854541047851	2.37928453313114	0.0173462807270783	0.0416916116098534	"K18216"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K18217"	1.98930849457063	2.83194399946091	3.01381723912811	0.939653527325428	0.3473953102079	NA	"K18217"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K18218"	0	0	0	0	1	NA	"K18218"	NA	NA	NA
"K18220"	1.52253184432557	2.47597408862473	2.64468193126775	0.936208645490254	0.34916577273987	NA	"K18220"	NA	NA	NA
"K18231"	9.1733547644362	4.89117949775428	2.32496194285844	2.10376755317585	0.0353987284595882	0.0708980214886639	"K18231"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K18234"	33.8412614148042	5.97466265457795	2.13016086179041	2.8047941175467	0.00503487285715929	0.0195032162873478	"K18234"	NA	NA	NA
"K18278"	0.314549329387464	0.199959730981838	3.04854650346272	0.0655918257289866	0.947702797223033	NA	"K18278"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Thiamine metabolism"
"K18284"	0	NA	NA	NA	NA	NA	"K18284"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"
"K18285"	0	NA	NA	NA	NA	NA	"K18285"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Ubiquinone and other terpenoid-quinone biosynthesis"
"K18300"	0.599932827814843	-0.198153740990558	2.97764305450683	-0.0665471775371602	0.946942198681375	NA	"K18300"	NA	NA	NA
"K18301"	0.585090733697244	1.48886147483134	3.0410529553922	0.489587487186434	0.624425832602838	NA	"K18301"	NA	NA	NA
"K18302"	0.439613281363035	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K18302"	NA	NA	NA
"K18303"	0	NA	NA	NA	NA	NA	"K18303"	NA	NA	NA
"K18305"	0	NA	NA	NA	NA	NA	"K18305"	NA	NA	NA
"K18320"	3.41610577494533	-0.733657868281698	2.64872831066159	-0.276984946069628	0.781791665387903	NA	"K18320"	NA	NA	NA
"K18321"	0.439613281363035	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K18321"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K18322"	0.395062365296031	0.955252802665242	3.04632909059027	0.313575051893079	0.753843810185423	NA	"K18322"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K18324"	0	NA	NA	NA	NA	NA	"K18324"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K18325"	1.18518709588809	-1.95485173824262	3.01590065382443	-0.648181741584789	0.516867409707865	NA	"K18325"	NA	NA	NA
"K18326"	2.60116499948439	0.440339454121768	1.94094788679438	0.226868251908103	0.820526189702333	NA	"K18326"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K18330"	0	NA	NA	NA	NA	NA	"K18330"	NA	NA	NA
"K18331"	0	NA	NA	NA	NA	NA	"K18331"	NA	NA	NA
"K18332"	0	NA	NA	NA	NA	NA	"K18332"	NA	NA	NA
"K18333"	0.0443899530294376	0.392076606020678	3.04881020391952	0.128599873326529	0.897674266547127	NA	"K18333"	"Metabolism"	"Carbohydrate metabolism"	" Fructose and mannose metabolism"
"K18334"	0.0221949765147188	0.302613886721353	3.04896253240223	0.0992514284794861	0.92093864237867	NA	"K18334"	"Metabolism"	"Carbohydrate metabolism"	" Fructose and mannose metabolism"
"K18338"	1.31697944663068	-0.930723777913745	2.97609906874973	-0.312732794310085	0.754483678128693	NA	"K18338"	"Metabolism"	"Carbohydrate metabolism"	" Fructose and mannose metabolism"
"K18344"	0	NA	NA	NA	NA	NA	"K18344"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K18346"	0	NA	NA	NA	NA	NA	"K18346"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K18349"	0.256231269993617	0.940281951700603	3.04650325913082	0.308643015195352	0.757593095888095	NA	"K18349"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K18350"	0	NA	NA	NA	NA	NA	"K18350"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K18369"	0.288534694691344	1.05170888841256	3.04524375865713	0.345361150621432	0.72982287974699	NA	"K18369"	"Metabolism"	"Carbohydrate metabolism"	" Propanoate metabolism"
"K18423"	0	NA	NA	NA	NA	NA	"K18423"	NA	NA	NA
"K18427"	0	NA	NA	NA	NA	NA	"K18427"	NA	NA	NA
"K18428"	0	NA	NA	NA	NA	NA	"K18428"	NA	NA	NA
"K18429"	0	NA	NA	NA	NA	NA	"K18429"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"
"K18430"	0	NA	NA	NA	NA	NA	"K18430"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"
"K18431"	0	NA	NA	NA	NA	NA	"K18431"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"
"K18442"	0.106571028042313	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K18442"	"Cellular Processes"	"Transport and catabolism"	" Endocytosis"
"K18443"	0.395062365296031	0.199959730981838	3.04854650346272	0.0655918257289866	0.947702797223033	NA	"K18443"	"Cellular Processes"	"Transport and catabolism"	" Endocytosis"
"K18446"	0.971416690166406	-0.338587405075702	2.59102734994077	-0.130676893504594	0.896030911889986	NA	"K18446"	NA	NA	NA
"K18455"	0.288534694691344	1.05170888841256	3.04524375865713	0.345361150621432	0.72982287974699	NA	"K18455"	NA	NA	NA
"K18466"	1.08409702524488	-1.1325629929224	2.98370782693016	-0.379582405053264	0.704255423708	NA	"K18466"	"Cellular Processes"	"Transport and catabolism"	" Endocytosis"
"K18467"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K18467"	"Cellular Processes"	"Transport and catabolism"	" Endocytosis"
"K18468"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K18468"	"Cellular Processes"	"Transport and catabolism"	" Endocytosis"
"K18471"	0	NA	NA	NA	NA	NA	"K18471"	"Metabolism"	"Carbohydrate metabolism"	" Propanoate metabolism"
"K18474"	77.8245109688053	5.05714294214591	2.26257933590283	2.23512292448652	0.0254092797490725	0.0543658337574997	"K18474"	"Metabolism"	"Lipid metabolism"	" Fatty acid biosynthesis"
"K18475"	0	NA	NA	NA	NA	NA	"K18475"	NA	NA	NA
"K18476"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K18476"	NA	NA	NA
"K18477"	0.592593547944047	-1.02462253554502	3.0413570394981	-0.336896497924528	0.736194925412293	NA	"K18477"	NA	NA	NA
"K18478"	0.426284112169254	-0.956193623579503	3.04206483009634	-0.314323880976994	0.753275062296961	NA	"K18478"	NA	NA	NA
"K18479"	0.937586728815023	0.694562996799415	2.41509495065884	0.287592418099312	0.773658749281534	NA	"K18479"	NA	NA	NA
"K18481"	0.133169859088313	0.674375003605804	3.04838446617785	0.22122373706075	0.824918227599166	NA	"K18481"	NA	NA	NA
"K18530"	1.41187459301527	-2.18777923864251	2.91317971989576	-0.750993570256212	0.45265652536358	NA	"K18530"	NA	NA	NA
"K18531"	0.629098658774929	1.52623269407728	3.0405231520924	0.501963845605639	0.615692953131612	NA	"K18531"	NA	NA	NA
"K18532"	0.426284112169254	-0.956193623579503	3.04206483009634	-0.314323880976994	0.753275062296961	NA	"K18532"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K18551"	0	NA	NA	NA	NA	NA	"K18551"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Nicotinate and nicotinamide metabolism"
"K18555"	1.26324146307115	-2.07297604845995	2.94854985678872	-0.703049345998727	0.482024997830384	NA	"K18555"	NA	NA	NA
"K18561"	0	NA	NA	NA	NA	NA	"K18561"	NA	NA	NA
"K18573"	1.67966338180804	-0.367628795359167	2.31302493691215	-0.158938535202282	0.873717299869508	NA	"K18573"	NA	NA	NA
"K18574"	0	NA	NA	NA	NA	NA	"K18574"	NA	NA	NA
"K18581"	0	NA	NA	NA	NA	NA	"K18581"	NA	NA	NA
"K18584"	0.106571028042313	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K18584"	"Cellular Processes"	"Transport and catabolism"	" Autophagy - yeast"
"K18586"	0.106571028042313	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K18586"	NA	NA	NA
"K18587"	0	NA	NA	NA	NA	NA	"K18587"	NA	NA	NA
"K18588"	1.60933884066195	-2.35131403203218	3.00562590238545	-0.782304288157096	0.434035767344566	NA	"K18588"	NA	NA	NA
"K18591"	0	NA	NA	NA	NA	NA	"K18591"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Folate biosynthesis"
"K18603"	0	NA	NA	NA	NA	NA	"K18603"	"Metabolism"	"Energy metabolism"	" Carbon fixation pathways in prokaryotes"
"K18617"	0	NA	NA	NA	NA	NA	"K18617"	NA	NA	NA
"K18624"	0	NA	NA	NA	NA	NA	"K18624"	NA	NA	NA
"K18637"	0	NA	NA	NA	NA	NA	"K18637"	NA	NA	NA
"K18638"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K18638"	NA	NA	NA
"K18640"	0	NA	NA	NA	NA	NA	"K18640"	NA	NA	NA
"K18655"	1.48279556297564	-1.20732429385759	2.47075592782217	-0.488645713751977	0.625092543040374	NA	"K18655"	NA	NA	NA
"K18657"	2.17284300912817	2.92257612585952	2.87093182947853	1.01798868780189	0.308683332019973	NA	"K18657"	NA	NA	NA
"K18658"	0.398698537730759	-0.556878788230689	3.04683682903866	-0.18277276384584	0.854976319902834	NA	"K18658"	NA	NA	NA
"K18664"	0	NA	NA	NA	NA	NA	"K18664"	NA	NA	NA
"K18670"	1.95385637954159	-1.68005928726549	2.43858500825801	-0.688948419503997	0.490855727597079	NA	"K18670"	NA	NA	NA
"K18672"	1.06857729433144	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K18672"	NA	NA	NA
"K18682"	354.692202673496	5.97241632313218	1.96782046725	3.03504126648228	0.00240502777650558	0.0129926787926164	"K18682"	"Genetic Information Processing"	"Folding, sorting and degradation"	" RNA degradation"
"K18691"	2.02302448571863	2.36776394203849	2.65345557138043	0.892332235586176	0.372214880906342	NA	"K18691"	NA	NA	NA
"K18692"	104.625253180654	6.32784379559751	2.24410020763402	2.81976882051493	0.00480582584958575	0.0189279733182009	"K18692"	NA	NA	NA
"K18693"	0	NA	NA	NA	NA	NA	"K18693"	"Metabolism"	"Lipid metabolism"	" Glycerolipid metabolism"
"K18694"	0.639426168253881	-1.26404600483342	3.03910401065663	-0.41592719446292	0.677463279314405	NA	"K18694"	"Metabolism"	"Lipid metabolism"	" Glycerophospholipid metabolism"
"K18696"	0.117018146739449	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K18696"	"Metabolism"	"Lipid metabolism"	" Glycerophospholipid metabolism"
"K18697"	0.351054440218347	1.12966434673823	3.04441170972557	0.371061621898723	0.710591634973386	NA	"K18697"	"Metabolism"	"Lipid metabolism"	" Glycerophospholipid metabolism"
"K18698"	27266.9197865313	0.798731501213457	1.17757325634404	0.678286040303973	0.497590348017136	0.601717316212832	"K18698"	"Human Diseases"	"Drug resistance"	" beta-Lactam resistance"
"K18699"	485.060810670698	-0.996242527903998	2.09072692801492	-0.476505331497259	0.633714409959272	0.718855444925643	"K18699"	"Human Diseases"	"Drug resistance"	" beta-Lactam resistance"
"K18700"	0	NA	NA	NA	NA	NA	"K18700"	NA	NA	NA
"K18702"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K18702"	NA	NA	NA
