	M1	M10	M2	M3	M4	M5	M6	M7	M8	M9	MOC 	NEG1	M11	M12	M13	M14	M15	M16	M17	M19	M20	NEG2
K11738|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.706	0	0	0
K11738|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.332	0	0	0	0	0
K11741	0	0	6.803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11741|unclassified	0	0	6.803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.786	0	0	0	0	0
K11746|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.786	0	0	0	0	0
K11749	0	438.586	0	0	1350.594	527.585	1760.074	109.352	409.22	216.524	2498.206	0	312.222	0	0	5.137	354.53	0	0	0	0	0
K11749|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	16.911	4.612	17.725	3.075	0	6.149	861.105	0	0	0	0	0	11.529	0	0	0	0	0
K11749|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.137	0	0	0	0	0	0
K11749|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	26.681	0	0	95.6	32.712	132.674	1.723	25.777	40.501	400.21	0	18.937	0	0	0	25.809	0	0	0	0	0
K11749|g__Veillonella.s__Veillonella_parvula	0	411.906	0	0	1238.084	490.261	1609.675	104.554	383.443	169.874	1236.891	0	293.285	0	0	0	317.191	0	0	0	0	0
K11751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.621	0	0	0	0	0	0
K11751|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.621	0	0	0	0	0	0
K11752	0	0	0	0	0	4.863	3.925	0	0	0	228.312	0	1.962	0	0	0	0	2.232	6.696	0	0	1.652
K11752|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	4.863	3.925	0	0	0	228.312	0	1.962	0	0	0	0	0	0	0	0	0
K11752|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.232	6.696	0	0	0
K11752|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.652
K11753	0	136.912	0	0	888.945	247.929	869.704	48.747	68.298	122.02	2230.292	0	39.104	0	0	4.362	52.564	0	0	0	2.194	0
K11753|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0	2.294	2.294	0	0	159.75	0	0	0	0	0	0	0	0	0	0	0
K11753|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.194	0
K11753|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.362	0	0	0	0	0	0
K11753|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	136.912	0	0	888.945	247.929	867.411	46.453	68.298	122.02	2070.542	0	39.104	0	0	0	52.564	0	0	0	0	0
K11754	0	49.544	0	3.715	90.703	28.011	227.085	10.115	24.541	44.343	1401.484	0	29.689	0	0	10.012	33.598	0	0	0	1.486	0
K11754|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	1.676	6.661	3.353	0	0	97.168	0	0	0	0	0	0	0	0	0	0	0
K11754|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	3.715	0	0	0	0	0	0	0	0	0	0	0	5.161	1.486	0	0	0	1.486	0
K11754|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.182	0.636	0	0	0	0	0
K11754|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.668	0	0	0	0	0	0
K11754|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	49.544	0	0	90.703	26.336	220.423	6.762	24.541	44.343	1304.316	0	29.689	0	0	0	31.476	0	0	0	0	0
K11811	0	0	0	0	0	2.866	0	0	0	0	0	0	0	0	0	14.051	0	0	0	0	0	0
K11811|unclassified	0	0	0	0	0	2.866	0	0	0	0	0	0	0	0	0	14.051	0	0	0	0	0	0
K11905	0	0	0	0	0	0	0	0	0	0	0	0	8.264	0	0	0	0	0	0	0	0	0
K11905|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	8.264	0	0	0	0	0	0	0	0	0
K11928	0	1297.862	0	0	1469.882	631.613	2504.376	224.668	1019.033	599.011	313.131	0	640.19	0	0	4.296	674.594	0	0	0	0	0
K11928|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.296	1.441	0	0	0	0	0
K11928|g__Veillonella.s__Veillonella_parvula	0	1297.862	0	0	1469.882	631.613	2504.376	224.668	1019.033	599.011	313.131	0	640.19	0	0	0	673.153	0	0	0	0	0
K11939	0	0	0	2.66	0	0	0	0	0	0	0	0	0	0	0	0	5.275	0	0	0	0	2.602
K11939|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	2.66	0	0	0	0	0	0	0	0	0	0	0	0	5.275	0	0	0	0	2.602
K11991	0	108.219	0	5.706	231.108	103.589	317.877	40.966	45.294	70.247	1576.393	0	41.44	0	0	0	9.756	4.878	11.42	0	0	0
K11991|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	5.706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.42	0	0	0
K11991|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	13.587	0	0	94.594	35.326	81.514	19.014	13.587	19.022	417.514	0	0	0	0	0	0	0	0	0	0	0
K11991|g__Veillonella.s__Veillonella_parvula	0	94.632	0	0	136.514	68.263	236.362	21.951	31.707	51.225	1158.878	0	41.44	0	0	0	9.756	4.878	0	0	0	0
K11996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.828	0	0	0	0	0
K11996|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.828	0	0	0	0	0
K12044	0	0	0	0	21.549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12044|unclassified	0	0	0	0	21.549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.692	0	0	0
K12112|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.692	0	0	0
K12139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.486	0	0	0	0	0	0
K12139|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.486	0	0	0	0	0	0
K12147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.404	0	0	0	0
K12147|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.404	0	0	0	0
K12158	0	17.677	0	0	6.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12158|unclassified	0	17.677	0	0	6.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12160	0	0	0	0	10.267	0	0	0	11.323	0	0	0	0	0	0	0	0	0	3.044	0	0	0
K12160|unclassified	0	0	0	0	10.267	0	0	0	11.323	0	0	0	0	0	0	0	0	0	3.044	0	0	0
K12176	0	0	0	0	4.387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12176|unclassified	0	0	0	0	4.387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12193	0	0	0	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12193|unclassified	0	0	0	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12194	0	0	0	0	5.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12194|unclassified	0	0	0	0	5.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12196	0	0	0	0	4.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12196|unclassified	0	0	0	0	4.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12251	0	7.732	0	0	68.261	18.038	43.775	2.577	3.866	2.548	611.313	0	10.28	0	0	0	15.434	0	0	0	0	0
K12251|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	2.548	0	1.274	0	0	2.548	362.753	0	2.548	0	0	0	2.548	0	0	0	0	0
K12251|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	7.732	0	0	65.713	18.038	42.501	2.577	3.866	0	248.56	0	7.732	0	0	0	12.887	0	0	0	0	0
K12267	0	2261.802	0	0	2765.339	1005.073	3643.931	301.658	2195.227	1113.148	3071.222	0	975.893	0	0	0	1184.439	0	0	0	0	0
K12267|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	16.196	7.967	16.067	4.98	0	7.967	2316.301	0	3.984	0	0	0	15.877	0	0	0	0	0
K12267|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	44.073	0	0	209.108	68.012	277.707	21.631	133.885	32.336	657.247	0	128.044	0	0	0	144.566	0	0	0	0	0
K12267|g__Veillonella.s__Veillonella_parvula	0	2217.729	0	0	2540.035	929.094	3350.158	275.048	2061.341	1072.844	97.673	0	843.865	0	0	0	1023.996	0	0	0	0	0
K12292	0	27.171	0	0	100.582	29.199	98.234	0	7.895	9.842	7.113	0	17.638	0	0	0	6.816	0	0	0	0	0
K12292|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	27.171	0	0	100.582	29.199	98.234	0	7.895	9.842	7.113	0	17.638	0	0	0	6.816	0	0	0	0	0
K12293	0	31.998	0	0	113.55	47.904	151.846	1.6	6.4	9.591	1.6	0	7.966	0	0	0	15.999	0	0	0	0	0
K12293|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	31.998	0	0	113.55	47.904	151.846	1.6	6.4	9.591	1.6	0	7.966	0	0	0	15.999	0	0	0	0	0
K12295	0	234.609	0	0	815.97	217.141	658.061	27.919	44.368	124.267	2633.704	0	31.391	0	0	3.063	71.717	0	0	0	0	0
K12295|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.063	0	0	0	0	0	0
K12295|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	234.609	0	0	815.97	217.141	658.061	27.919	44.368	124.267	2633.704	0	31.391	0	0	0	71.717	0	0	0	0	0
K12308	0	0	0	0	2.962	1.184	1.777	0	0	0	9.478	0	0	0	0	1.185	2.37	0	0	0	0	0
K12308|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.185	0	0	0	0	0	0
K12308|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0	2.962	1.184	1.777	0	0	0	9.478	0	0	0	0	0	2.37	0	0	0	0	0
K12313	0	0	3.389	2.009	8.229	0	0	0	0	0	0	0	0	0	0	3.433	2.605	2.032	0	0	0	0
K12313|unclassified	0	0	3.389	2.009	8.229	0	0	0	0	0	0	0	0	0	0	3.433	2.605	2.032	0	0	0	0
K12315	0	0	3.162	1.208	6.754	0	0	0	0	0	0	0	0	0	0	3.199	2.059	1.703	0	0	0	0
K12315|unclassified	0	0	3.162	1.208	6.754	0	0	0	0	0	0	0	0	0	0	3.199	2.059	1.703	0	0	0	0
K12339	0	0	0	8.475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12339|unclassified	0	0	0	8.475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93	0	0	0	0	0	0
K12349|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93	0	0	0	0	0	0
K12369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42	0	0	0	0	0	0
K12369|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42	0	0	0	0	0	0
K12371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.394	0	0	0	0	0	0
K12371|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.394	0	0	0	0	0	0
K12373	0	0	0	0	3.669	4.992	5.707	2.647	0	6.618	438.285	0	3.971	0	0	1.067	3.967	0	0	0	0	0
K12373|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	3.669	4.992	5.707	2.647	0	6.618	438.285	0	3.971	0	0	0	3.967	0	0	0	0	0
K12373|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.067	0	0	0	0	0	0
K12382	0	0	0	0	15.734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12382|unclassified	0	0	0	0	15.734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12387	0	0	0	0	20.297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12387|unclassified	0	0	0	0	20.297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12392	0	0	0	0	3.815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12392|unclassified	0	0	0	0	3.815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12399	0	0	0	0	2.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12399|unclassified	0	0	0	0	2.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12404	0	0	0	0	6.973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12404|unclassified	0	0	0	0	6.973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12406	0	0	0	0	2.829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12406|unclassified	0	0	0	0	2.829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12410	0	0	0	0	0	0	0	0	0	0	218.924	0	0	0	0	0	0	0	7.71	0	0	0
K12410|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	0	0	0	0	0	218.924	0	0	0	0	0	0	0	0	0	0	0
K12410|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71	0	0	0
K12462	0	0	0	0	11.716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12462|unclassified	0	0	0	0	11.716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.917	8.835	5.961	0	0	0
K12510|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.917	8.835	5.961	0	0	0
K12524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.258	0	0	0	0	0	0
K12524|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.258	0	0	0	0	0	0
K12527	0	168.934	0	0	450.252	206.532	554.939	53.367	141.271	74.062	261.131	0	99.792	0	0	0	101.696	0	0	0	0	0
K12527|g__Veillonella.s__Veillonella_parvula	0	168.934	0	0	450.252	206.532	554.939	53.367	141.271	74.062	261.131	0	99.792	0	0	0	101.696	0	0	0	0	0
K12554	0	0.937	0	0	5.623	0.937	4.686	0.937	0	0.937	5.623	0	0	0	0	0	0	0	0	0	0	0
K12554|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0.937	0	0	5.623	0.937	4.686	0.937	0	0.937	5.623	0	0	0	0	0	0	0	0	0	0	0
K12555	0	6.711	0	0	9.396	1.342	14.765	0	4.698	1.311	28.144	0	0.671	0	0	0	2.013	0	0	0	0	0
K12555|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	6.711	0	0	9.396	1.342	14.765	0	4.698	1.311	28.144	0	0.671	0	0	0	2.013	0	0	0	0	0
K12556	0	35.736	0	0	188.035	51.99	268.866	6.038	34.347	38.54	845.332	0	43.62	0	0	0	61.279	0	0	0	0	0
K12556|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	35.736	0	0	188.035	51.99	268.866	6.038	34.347	38.54	845.332	0	43.62	0	0	0	61.279	0	0	0	0	0
K12573	0	56.742	0	0	243.414	50.11	212.76	5.322	18.608	50.538	452.193	0	7.969	0	0	3.092	14.628	0	0	0	0	0
K12573|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.092	0	0	0	0	0	0
K12573|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	56.742	0	0	243.414	50.11	212.76	5.322	18.608	50.538	452.193	0	7.969	0	0	0	14.628	0	0	0	0	0
K12574	0	759.453	0	0	1966.997	797.508	2962.915	193.664	482.121	451.563	3412.28	0	437.15	0	0	19.27	520.982	0.929	5.083	0	0	0
K12574|g__Prevotella.s__Prevotella_melaninogenica	0	0	0	0	0	3.466	0	0	0	0	141.109	0	0	0	0	0	0	0	0	0	0	0
K12574|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.527	1.271	0	5.083	0	0	0
K12574|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.234	0	0	0	0	0
K12574|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.743	0	0	0	0	0	0
K12574|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	262.48	0	0	1068.752	264.652	1617.817	49.707	113.599	235.131	2017.627	0	141.886	0	0	0	152.583	0	0	0	0	0
K12574|g__Veillonella.s__Veillonella_parvula	0	496.973	0	0	898.245	529.389	1345.098	143.956	368.522	216.432	1253.544	0	295.264	0	0	0	365.893	0.929	0	0	0	0
K12579	0	0	0	0	9.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12579|unclassified	0	0	0	0	9.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12581	0	0	0	0	3.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12581|unclassified	0	0	0	0	3.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12589	0	0	0	0	1.782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12589|unclassified	0	0	0	0	1.782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12625	0	0	0	0	0	0	6.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12625|unclassified	0	0	0	0	0	0	6.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12626	0	10.629	0	0	4.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12626|unclassified	0	10.629	0	0	4.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12656	0	0	0	0	1.962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12656|unclassified	0	0	0	0	1.962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12741	0	0	0	0	31.808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12741|unclassified	0	0	0	0	31.808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12750	0	0	0	0	4.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12750|unclassified	0	0	0	0	4.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12751	0	0	0	0	24.644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12751|unclassified	0	0	0	0	24.644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12755	0	0	0	0	6.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12755|unclassified	0	0	0	0	6.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12757	0	0	0	0	16.438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12757|unclassified	0	0	0	0	16.438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12812	0	0	0	0	8.527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12812|unclassified	0	0	0	0	8.527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12823	0	0	0	0	8.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12823|unclassified	0	0	0	0	8.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12829	0	0	0	0	4.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12829|unclassified	0	0	0	0	4.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.897	0	0	0	0	0	0	0
K12832|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.897	0	0	0	0	0	0	0
K12834	0	0	9.009	0	8.519	0	0	0	0	0	0	0	0	0	0	0	1.957	0	0	0	0	0
K12834|unclassified	0	0	9.009	0	8.519	0	0	0	0	0	0	0	0	0	0	0	1.957	0	0	0	0	0
K12837	0	0	0	0	5.658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12837|unclassified	0	0	0	0	5.658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12845	0	0	3.684	7.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12845|unclassified	0	0	3.684	7.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12856	0	0	0	18.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12856|unclassified	0	0	0	18.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12859	0	0	0	0	2.123	0	0	0	4.22	0	0	0	0	0	0	0	0	0	0	0	0	0
K12859|unclassified	0	0	0	0	2.123	0	0	0	4.22	0	0	0	0	0	0	0	0	0	0	0	0	0
K12873	0	0	0	0	0	0	0	0	0	9.412	0	0	0	0	0	0	0	0	0	0	0	0
K12873|unclassified	0	0	0	0	0	0	0	0	0	9.412	0	0	0	0	0	0	0	0	0	0	0	0
K12877	0	0	0	0	8.957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12877|unclassified	0	0	0	0	8.957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12889	0	0	0	0	2.352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12889|unclassified	0	0	0	0	2.352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12890	0	0	0	0	12.872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12890|unclassified	0	0	0	0	12.872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12893	0	0	0	0	10.723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12893|unclassified	0	0	0	0	10.723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12894	0	0	0	0	3.762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12894|unclassified	0	0	0	0	3.762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12896	0	0	0	0	11.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12896|unclassified	0	0	0	0	11.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12898	0	0	0	0	12.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12898|unclassified	0	0	0	0	12.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12940	0	5511.095	0	0	9301.262	3520.033	13359.586	1179.947	3969.834	1926.662	15771.658	0	2775.789	0	0	0	3267.708	1.67	0	0	0	0
K12940|g__Veillonella.s__Veillonella_parvula	0	5511.095	0	0	9301.262	3520.033	13359.586	1179.947	3969.834	1926.662	15771.658	0	2775.789	0	0	0	3267.708	1.67	0	0	0	0
K12952	0	12.473	0	0	25.822	13.369	28.504	0.891	7.123	7.135	341.597	0	2.661	0	0	6.21	7.138	0	0	0	0	0
K12952|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.192	0	0	0	0	0	0
K12952|g__Streptococcus.s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.018	0	0	0	0	0	0
K12952|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	12.473	0	0	25.822	13.369	28.504	0.891	7.123	7.135	341.597	0	2.661	0	0	0	7.138	0	0	0	0	0
K12954	0	0	0	1.115	0	0	0	0	0	0	0	0	0	0	0	2.231	0	0	0	0	0	0
K12954|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	1.115	0	0	0	0	0	0	0	0	0	0	0	2.231	0	0	0	0	0	0
K12958	0	0	0	0	7.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12958|unclassified	0	0	0	0	7.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12959	0	0	0	0	4.087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12959|unclassified	0	0	0	0	4.087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12960	0	14.442	0	0	63.911	19.825	43.544	0.862	3.448	11.532	74.222	0	8.946	0	0	0	4.637	0	0	0	0	0
K12960|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	14.442	0	0	63.911	19.825	43.544	0.862	3.448	11.532	74.222	0	8.946	0	0	0	4.637	0	0	0	0	0
K12964	0	0	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12964|unclassified	0	0	0	0	9.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12996	0	26.423	0	0	22.783	0.924	48.44	0	0	14.023	184.064	0	1.848	0	0	0	0.924	0	15.267	0	0	0
K12996|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	3.696	0	0	13.863	0.924	32.344	0	0	6.447	76.653	0	1.848	0	0	0	0.924	0	0	0	0	0
K12996|unclassified	0	22.727	0	0	8.919	0	16.096	0	0	7.576	107.411	0	0	0	0	0	0	0	15.267	0	0	0
K13038	0	244.874	0	1.765	461.694	178.77	571.763	62.314	218.477	110.175	858.134	0	101.198	0	0	12.507	121.043	0	2.648	0	1.764	0.883
K13038|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.253	0	0	0	0	0	0
K13038|g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	1.765	0	0	0	0	0	0	0	0	0	0	0	5.254	1.765	0	2.648	0	1.764	0.883
K13038|g__Veillonella.s__Veillonella_parvula	0	244.874	0	0	461.694	178.77	571.763	62.314	218.477	110.175	858.134	0	101.198	0	0	0	119.278	0	0	0	0	0
K13044	0	0	0	0	8.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
